variant,trades,win_rate,sharpe,cagr,max_dd,total,in_mkt,group,asset,start,end
HYBRID,157,0.34394904458598724,0.22435828982758171,0.1642086456708305,-0.6293647342971724,1.8205206867986217,0.5668162636479336,Crypto 4h,BCHUSDT,2019-11-28,2026-09-23
MODEL-FLIP,248,,-0.021540452575486268,-0.019498183174747274,-0.9190526499928863,-0.12566427529271273,1.0,Crypto 4h,BCHUSDT,2019-11-28,2026-09-23
BUY & HOLD,0,,0.0693636904925197,0.06544106474468969,-0.9441067122186495,0.5408144631117611,1.0,Crypto 4h,BCHUSDT,2019-11-28,2026-09-23
ORIGINAL,209,0.3588516746411483,0.8108234860860648,1.3885267429255452,-0.775778083337827,204.48463875104062,0.814773321383225,Crypto 4h,SOLUSDT,2020-08-11,2026-09-23
HYBRID,137,0.36496350364963503,0.7249744961476629,0.8829494825844286,-0.7342600256026224,46.97465607471529,0.5783852416162522,Crypto 4h,SOLUSDT,2020-08-11,2026-09-23
MODEL-FLIP,226,,0.6556971386903552,1.1457349292104815,-0.8540871744322733,105.6689873438042,1.0,Crypto 4h,SOLUSDT,2020-08-11,2026-09-23
BUY & HOLD,0,,0.5157776204978403,0.8229009129541895,-0.9659882371149977,38.34779633178211,1.0,Crypto 4h,SOLUSDT,2020-08-11,2026-09-23
ORIGINAL,47,0.3617021276595745,0.7092818706575804,0.532696760413814,-0.531926733144422,26.09410219266946,0.9149840595111584,Crypto 1D,BTCUSDT,2019-01-01,2026-09-23
HYBRID,22,0.3181818181818182,0.4648424978051923,0.24641666710465415,-0.6142171480164923,4.48421929327612,0.4640453418349274,Crypto 1D,BTCUSDT,2019-01-01,2026-09-23
MODEL-FLIP,42,,0.4935475694203252,0.3595595644120184,-0.7593343927039833,9.731575075840942,1.0,Crypto 1D,BTCUSDT,2019-01-01,2026-09-23
BUY & HOLD,0,,0.6448943815263614,0.4939124453627244,-0.7662925431645934,21.226625828913335,1.0,Crypto 1D,BTCUSDT,2019-01-01,2026-09-23
ORIGINAL,45,0.4,0.37139852969978154,0.3375398275086796,-0.8304899350232505,8.45960246710828,0.9323414806942969,Crypto 1D,ETHUSDT,2019-01-01,2026-09-23
HYBRID,18,0.5,0.2597245605757404,0.11988000366009866,-0.7402960181588876,1.3983330933021088,0.3273113708820404,Crypto 1D,ETHUSDT,2019-01-01,2026-09-23
MODEL-FLIP,32,,0.6352389867384358,0.6823928027796633,-0.7119038778389972,54.66262235651853,1.0,Crypto 1D,ETHUSDT,2019-01-01,2026-09-23
BUY & HOLD,0,,0.46768630579903875,0.46686684469052797,-0.7930253453633334,18.30057512580877,1.0,Crypto 1D,ETHUSDT,2019-01-01,2026-09-23
ORIGINAL,40,0.525,0.9108587194797468,1.0842097680528981,-0.7203550638029675,290.21249958953985,0.9249025859015232,Crypto 1D,BNBUSDT,2019-01-01,2026-09-23
HYBRID,17,0.47058823529411764,0.15585693443657483,0.07204543594921575,-0.6434594083139153,0.7117235138855822,0.3149132128940843,Crypto 1D,BNBUSDT,2019-01-01,2026-09-23
MODEL-FLIP,32,,0.6408988299401636,0.6959186549579537,-0.9454885150301886,58.215100201533375,1.0,Crypto 1D,BNBUSDT,2019-01-01,2026-09-23
BUY & HOLD,0,,0.7621039012669268,0.8740193836613162,-0.7606666563244959,127.08879986646642,1.0,Crypto 1D,BNBUSDT,2019-01-01,2026-09-23
