asset,alpha,t,alpha_bh,t_bh,group
L,-0.00018888921130263346,-1.8426679298044981,-0.00010008556549759035,-0.8907766244236148,Stocks all (1D)
LDOS,0.00011671044200065641,0.8510943172986607,0.00012826895406459497,1.0058649513289326,Stocks all (1D)
LEG,-2.1669328880524382e-05,-0.13967778046394705,2.941738469226727e-05,0.19032696614607572,Stocks all (1D)
LEN,-7.857737004587945e-05,-0.3974364282832763,-5.343303105937671e-05,-0.26644244688943214,Stocks all (1D)
LH,-0.00021468285026902156,-1.635559574036173,-0.0001630526414735247,-1.1306116939605193,Stocks all (1D)
LHX,4.442170178937493e-06,0.03531531974894745,-5.4284100220741574e-05,-0.390134922398958,Stocks all (1D)
LII,-6.876676129645787e-05,-0.4944076647397181,-3.729075694469002e-05,-0.24878587715382486,Stocks all (1D)
LIN,-0.0001344373426037242,-1.66410448158221,-8.677212465512218e-05,-1.0334470196196153,Stocks all (1D)
LITE,0.00017209802326968276,0.7428154633487309,0.0001628383114836715,0.7063014798288836,Stocks all (1D)
LKQ,-0.00024725806149647955,-1.5930752770438528,-0.0001911930340961732,-1.1595420045358402,Stocks all (1D)
LLL,-0.000178386600307544,-1.2649316502594172,-0.00014956001899303842,-1.014031316388149,Stocks all (1D)
LLY,4.328115504291057e-05,0.24161767322823763,7.428459686178086e-05,0.44129621001285013,Stocks all (1D)
LM,-0.0003892427076390323,-1.6765015642765304,-0.00022503119056504995,-0.9742771505517298,Stocks all (1D)
LMT,-0.00010627270937794156,-1.0090908270315484,-0.000128566719630131,-1.0627311450420318,Stocks all (1D)
LNC,-0.000738061531042156,-3.35655652554463,-0.000690799975655133,-2.774893072992192,Stocks all (1D)
LNT,-6.129869948052092e-06,-0.05997964047814688,2.6922903453815016e-05,0.27454584249687414,Stocks all (1D)
LO-201506,-7.721000534240063e-06,-0.04470073917108687,-2.54595504399417e-05,-0.1466129709734967,Stocks all (1D)
LOW,-4.9300062683952815e-05,-0.3419975073263323,-2.511661898045817e-05,-0.1575969217123518,Stocks all (1D)
LPX,-0.00026456157272784916,-1.0849403654361944,-0.00014499765426503194,-0.5826588627638417,Stocks all (1D)
LQD,-6.02205945952403e-05,-2.4484655027606856,-6.28590995705165e-05,-2.391854021716144,Stocks all (1D)
LRCX,-0.00010386094879311674,-0.5039527322550743,-0.00010559993605186581,-0.5006182229898404,Stocks all (1D)
LUB,-0.00013428749042344268,-0.3599474736548014,-0.0001283981270235824,-0.357350584543095,Stocks all (1D)
LULU,9.729800240288708e-05,0.5298753810317519,0.00011049057586974442,0.551572213604861,Stocks all (1D)
LUMN,-0.00010789300521508691,-0.38036618042004244,-0.00012759165410994623,-0.4301207393532262,Stocks all (1D)
LUV,-0.00021205148562821136,-1.1318769971153921,-0.00021826027479178656,-1.0982699397013382,Stocks all (1D)
LVLT-201710,-0.00019798008117491873,-0.8006859018392933,-0.0002646206280690819,-1.0298063677635543,Stocks all (1D)
LVS,-6.535011747973113e-05,-0.41075499749925676,-6.978600991938237e-05,-0.42697981263357626,Stocks all (1D)
LW,-0.00024132412001200273,-1.2292870706626908,-0.00031097167864738726,-1.4067154993098567,Stocks all (1D)
LYB,-9.926997466320477e-05,-0.6636716748768611,-0.00019784990020510354,-1.228046412983023,Stocks all (1D)
LYV,-0.00024915932067472824,-1.369712791010507,-0.00020231634314336875,-1.123591467488268,Stocks all (1D)
M,-0.00020096679648206733,-0.8768736136903418,-0.00017503462743131683,-0.7671127528739122,Stocks all (1D)
MA,0.00011331827332170316,0.9776769052933595,8.363148704034624e-05,0.7387452304540851,Stocks all (1D)
MAA,-0.00014620818067674746,-1.1236428535510223,-0.00012169726626521909,-0.9137588606241642,Stocks all (1D)
MAC,5.391320822367657e-05,0.22630459133855993,4.467352677450146e-05,0.1806444512333119,Stocks all (1D)
MAR,-0.0001906303205021267,-1.4057828174377311,-0.00017446778191176137,-1.0969407563920253,Stocks all (1D)
MAS,-0.00013137622964791545,-0.7924792476195387,-4.765191710803615e-05,-0.2759047049816522,Stocks all (1D)
MAT,-0.0001541349791490584,-0.9094583644024116,-0.00010334179589335132,-0.618975117093782,Stocks all (1D)
MBI,-3.6545632304468567e-05,-0.14269464687206496,-1.5711124162776092e-05,-0.06136735218734748,Stocks all (1D)
MCD,-2.553990708457606e-05,-0.3143030507016271,-1.3307818122427144e-05,-0.15929579727698237,Stocks all (1D)
MCHP,-0.0003410502961407689,-2.006637230301552,-0.00026295810386279194,-1.548078166189058,Stocks all (1D)
MCK,-0.00017554268901485152,-1.1899812256727447,-7.285448882622841e-05,-0.42888238979445714,Stocks all (1D)
MCO,-0.00026975977338966205,-1.787064126406683,-0.0002935112124962815,-1.819406304154273,Stocks all (1D)
MDLZ,-5.730795265631516e-05,-0.6014980438955665,-2.8778448933871348e-05,-0.3264737413777012,Stocks all (1D)
MDR,-7.734353457994933e-05,-0.18555854562473342,-0.00040073564877890125,-0.9063738898544007,Stocks all (1D)
MDT,-4.1042325827827485e-05,-0.354615706330788,-4.378579699732859e-05,-0.3693597521567132,Stocks all (1D)
MDY,-0.0002494344503338018,-2.797664923342347,-0.0002605743532319804,-2.485908022538871,Stocks all (1D)
MET,-0.0003603359146192356,-2.1951837070072022,-0.0002405248161816557,-1.4736265997463338,Stocks all (1D)
META,0.00014250436096641846,0.6358905739480261,9.186030688358303e-05,0.37877643849028997,Stocks all (1D)
MGM,-0.0005134084537342117,-2.2516105135055366,-0.0003186939703947276,-1.2476417005550473,Stocks all (1D)
MHK,-0.0003108988326689149,-1.9513247948374166,-0.00034786710474323874,-1.8313202255102723,Stocks all (1D)
MJN-201706,-7.995363407220785e-05,-0.4930272531523161,-6.972563857217657e-05,-0.4542023277015108,Stocks all (1D)
MKC,-1.65586083363161e-05,-0.1497153701486922,-2.2117895061925437e-05,-0.18682721064534172,Stocks all (1D)
MKTX,-0.00016326829712581586,-0.9184624912875217,-0.0001392091097357598,-0.7695526874854175,Stocks all (1D)
MLM,-0.00020773098564486585,-1.473461177022998,-0.00023476000276595048,-1.5186308140867515,Stocks all (1D)
MMM,-0.00014988697902964949,-1.2067644694104525,-0.0001425329662932059,-1.0705101039041676,Stocks all (1D)
MNST,0.0001756871888505261,1.1299065908082477,0.000137461022817969,0.9117221935087618,Stocks all (1D)
MO,5.9273778235095094e-05,0.5534231227189518,2.9086164348931825e-05,0.24543548915194172,Stocks all (1D)
MOH,0.00038146426500828385,1.967605159872189,0.000302766445062322,1.5647107657986925,Stocks all (1D)
MOS,3.528703604259035e-05,0.16776977037571675,7.322533646246958e-05,0.3500698670037558,Stocks all (1D)
MPC,-0.0003504714269250649,-1.662063290771115,-0.00030746668871162376,-1.5155611537945535,Stocks all (1D)
MPWR,-2.6647776601267253e-05,-0.15297013698584,2.168298750525991e-05,0.1309190931903976,Stocks all (1D)
MRK,-0.0001020548015507011,-0.9401166005028052,-4.558132118472857e-05,-0.43868224313421383,Stocks all (1D)
MRNA,0.0002308670462425733,0.47513787315920847,0.0001285462110404606,0.24310929583377855,Stocks all (1D)
MRO,2.6185574107419544e-06,0.011472583872036464,-0.00013697450446290818,-0.5326196143688775,Stocks all (1D)
MRSH,-0.00011103054655219231,-1.095655240404748,-4.553490390154743e-05,-0.40870174027236394,Stocks all (1D)
MRVL,-0.000244820734308346,-1.1421175978785107,-0.00028215750408761985,-1.3039268389590566,Stocks all (1D)
MS,-0.0004187320624876071,-2.3369340478022966,-0.00048348003617368964,-2.249529851925883,Stocks all (1D)
MSCI,-9.934051586333723e-05,-0.6801237321864256,-6.398983774747609e-05,-0.4435366157983215,Stocks all (1D)
MSFT,3.0232750667505957e-05,0.23827611946763294,2.9227295140590715e-05,0.2248075973455721,Stocks all (1D)
MSI,-0.0001650631655390884,-1.2667815944716792,-0.00017698850163823949,-1.3320617656496105,Stocks all (1D)
MTB,-0.00046550237812339925,-2.9552488933717647,-0.00036110491633071845,-2.2772981162267345,Stocks all (1D)
MTCH,-7.197478807824909e-05,-0.34858831778045224,-6.755851530389709e-05,-0.3017900164772608,Stocks all (1D)
MTD,2.3202974738744864e-05,0.1785804563734184,7.949060014934123e-06,0.06017980438861241,Stocks all (1D)
MTG,-5.5122040899913656e-05,-0.19643844565104718,-0.0002558618096992785,-0.7642489964105406,Stocks all (1D)
MTW,-0.00042581210583446995,-1.7016206850030915,-0.000488274007643857,-1.7800241143270275,Stocks all (1D)
MU,-0.0005823414378981607,-2.4142461982199217,-0.0006548211206397869,-2.427816049143454,Stocks all (1D)
MUR,-0.00044782907060848386,-1.860018765502711,-0.00040527316065121634,-1.5259134201414268,Stocks all (1D)
MWV-201507,2.556926102233799e-06,0.008871188024575911,0.00016478238210363544,0.5760069687826952,Stocks all (1D)
MXI,-0.00023166062912899227,-2.216771635212116,-0.00020797027366290625,-1.9023918857590603,Stocks all (1D)
MXIM,-0.00016881362185392087,-0.8767566390385415,-7.8182979681385e-05,-0.42083733894626396,Stocks all (1D)
NAV,-0.0002422540461913582,-0.7918905991177253,-0.00023791882432460063,-0.6926592737256115,Stocks all (1D)
NAVI,-0.000385568384579356,-1.7243894566649127,-0.00038228113968887743,-1.7422086113004482,Stocks all (1D)
NBL,-0.00039554302217290993,-1.594831036289717,-0.00027005429856703935,-1.0007515531731561,Stocks all (1D)
NBR,8.707187706128874e-05,0.19474172024170677,5.533820879364464e-06,0.012211802109759971,Stocks all (1D)
NC,-0.00024049012399644443,-1.0323227767970418,-0.00019315593128595108,-0.7993859567761615,Stocks all (1D)
NCLH,-0.00038410650940003485,-1.3984140264290317,-0.0003588611727611727,-1.3252528485384154,Stocks all (1D)
NDAQ,-0.00030788969801136306,-2.299555993329431,-0.0002491815846554611,-1.8775746707279788,Stocks all (1D)
NDSN,-0.00029257435786364397,-1.9637638745395916,-0.0002577813473847585,-1.655250114039325,Stocks all (1D)
NEE,-7.63927454299158e-06,-0.05929720454203808,5.84736845554458e-06,0.04935501129561623,Stocks all (1D)
NEM,0.00015329426317699533,0.8252515903766521,0.00014982226250483604,0.7940894178919119,Stocks all (1D)
NFLX,7.333245238836097e-05,0.32887649412644104,4.645634231178553e-05,0.18469765824403592,Stocks all (1D)
NI,-0.00013698427400222113,-1.2240000271413736,-9.992138287900359e-05,-0.8823417937916904,Stocks all (1D)
NKE,0.00011029434585105234,0.6673329984641303,0.0001574511813791958,0.945583756701083,Stocks all (1D)
NKTR,-0.00013414913890969009,-0.37421635997824076,-0.00012048671941226278,-0.33064392580390556,Stocks all (1D)
NLSN,-7.240264240191177e-05,-0.457420230368691,-5.9090015079231766e-05,-0.3919284193187223,Stocks all (1D)
NOC,8.515443258638696e-05,0.7745135858440297,3.2112945988443375e-05,0.2635356511886443,Stocks all (1D)
NOV,-0.000432823026474347,-2.314953114349145,-0.00031459086657288876,-1.7185402468833384,Stocks all (1D)
NOW,0.0001253398901741839,0.5888722506515758,0.0001565386498125073,0.7432081180063436,Stocks all (1D)
NRG,-6.029209457556827e-05,-0.33755482469333503,-6.243024340696227e-05,-0.3355623755585808,Stocks all (1D)
NSC,-0.0001395220855922417,-0.9944062667966896,-0.00011597745964752445,-0.7541798876107599,Stocks all (1D)
NTAP,-0.00015105400945515795,-0.8962808901937356,-0.0001850356817984558,-1.037949364177655,Stocks all (1D)
NTRS,-0.00043850248569503986,-3.308527184951172,-0.0003752491728595264,-2.5400972319502806,Stocks all (1D)
NUE,-0.00018418135550814487,-1.0207561666849814,-0.00016045546089999286,-0.8589653781118483,Stocks all (1D)
NVDA,-0.00033904567224969835,-1.3477651888440612,-0.0003267990994309566,-1.3172916679163227,Stocks all (1D)
NVR,-6.567200039715531e-05,-0.4016317931526065,-0.00010593936920811703,-0.6532244221494071,Stocks all (1D)
NWL,-0.00015673672784208588,-0.8023134964662033,-0.00014875940168439613,-0.7616938382366382,Stocks all (1D)
NWS,-0.00020821148969712254,-1.5720330766281347,-0.00020814129951311023,-1.570119565546129,Stocks all (1D)
NWSA,-0.00018334467328406034,-1.3472551901507384,-0.00017929142668902292,-1.3157621491704914,Stocks all (1D)
NXPI,5.716539853117317e-05,0.3487280692085976,3.0903648353241285e-05,0.17096460945027403,Stocks all (1D)
NYT,-4.424931562965176e-05,-0.2303268788680392,1.3193253572397963e-05,0.06530333914870211,Stocks all (1D)
O,3.806360565028649e-05,0.2917468139105356,3.5964311697469786e-05,0.2547481912970971,Stocks all (1D)
ODFL,-0.00021571908450600838,-1.5332455017066264,-0.00022252087684542215,-1.5077196135834718,Stocks all (1D)
ODP,-0.00030835759890172275,-1.0415886903445515,-0.00033002798667111026,-1.0682725186982354,Stocks all (1D)
OI,-0.00037976266816592945,-1.9820385833668994,-0.0002763475157750777,-1.4662343235477833,Stocks all (1D)
OKE,6.868949026167843e-05,0.27587869616011357,-8.122784088101328e-05,-0.259417528863713,Stocks all (1D)
OMC,-0.00026089507814583304,-2.057769210459847,-0.00017536814671922473,-1.2977345238776052,Stocks all (1D)
ON,-0.00031550411986469633,-1.5373775720802165,-0.00022879048125762065,-1.0864120697158954,Stocks all (1D)
ORCL,-6.863849026815233e-05,-0.39809849558291727,-3.369557752997276e-05,-0.19747352679737756,Stocks all (1D)
ORLY,0.00043322196089252144,3.0134707202300417,0.0004115262561931604,2.661138158961336,Stocks all (1D)
OTIS,-7.015729020814591e-05,-0.4211504571555911,-8.191237531692261e-05,-0.4824253846986674,Stocks all (1D)
OXY,-4.239599789170923e-06,-0.025304653737776104,-5.9137577520649616e-05,-0.32626908461879395,Stocks all (1D)
PANW,-1.863629434313993e-05,-0.08536094960682268,-8.484383073777347e-06,-0.039161044066466366,Stocks all (1D)
PAYC,0.00021246516298446697,1.0141754919338863,0.00022120938206276388,1.0195774941132711,Stocks all (1D)
PAYX,-0.00019538909507713466,-1.715437193538664,-0.00020886250523817682,-1.616411576732133,Stocks all (1D)
PBCT,-0.00024786352121093533,-1.6994445920913317,-0.00019080635444243446,-1.22637345389386,Stocks all (1D)
PBI,6.303558368837577e-05,0.2758348774584491,6.948503809438111e-05,0.2984414307060414,Stocks all (1D)
PCAR,-0.0001235661029433286,-0.9411381454004404,-6.213970893535044e-05,-0.4651173414296507,Stocks all (1D)
PCG,-0.00043150931134449083,-1.8048214087492433,-0.00038089558242633835,-1.5127689707844358,Stocks all (1D)
PCH,-0.00020114131513130864,-1.1583484345367512,-0.00011537062742119394,-0.6522881606353946,Stocks all (1D)
PDCO,-8.773069038759127e-05,-0.6479983434469628,2.5938629282148415e-05,0.19327936922177844,Stocks all (1D)
PEG,-9.987653685170706e-07,-0.009042846087609276,5.31206485663332e-05,0.5213871213615715,Stocks all (1D)
PENN,0.00012967199121745294,0.5479979920904486,2.0550082791313008e-05,0.07877125727461516,Stocks all (1D)
PEP,-9.456228803880921e-05,-1.1285927481174012,-4.965782858087804e-05,-0.5460053851919621,Stocks all (1D)
PETM-201503,5.620287953911556e-05,0.2323582709913903,-3.15428452996152e-05,-0.12037869604380573,Stocks all (1D)
PFE,-4.541042632617353e-05,-0.3877236186505859,1.1109591538629667e-05,0.09464081662633354,Stocks all (1D)
PFG,-0.0003149591279898119,-2.3001337949138865,-0.00025067837622339136,-1.6861569323724195,Stocks all (1D)
PG,2.392678598644358e-05,0.3005845781917429,3.131493231429738e-05,0.3616915368784335,Stocks all (1D)
PGR,0.00011555674907291233,0.899098579047571,0.00014264329320213127,1.1558492800919187,Stocks all (1D)
PH,-0.0002405812284559881,-1.4972821100364408,-0.00023647593537738358,-1.3410449626810221,Stocks all (1D)
PHM,-0.00020893151576621713,-0.8156618466835127,-0.00017589148545431847,-0.6801917578206215,Stocks all (1D)
PICK,-0.00012977405253821107,-1.020397693834774,-0.00012345501219560807,-0.9649102799459822,Stocks all (1D)
PKG,-0.00019215574371259984,-1.6004437471203057,-0.00019822787673069042,-1.644256066541025,Stocks all (1D)
PLD,-7.583471732576945e-05,-0.4926196723407166,-2.7395316395157596e-05,-0.17209564850664727,Stocks all (1D)
PLTR,0.00038435348465588344,0.6875587389450745,0.0002208501690377948,0.39869213091923805,Stocks all (1D)
PM,-2.0719314715679342e-05,-0.1868427738939518,-2.8782876292674494e-05,-0.26007258584174375,Stocks all (1D)
PNC,-0.0002915986787358157,-2.048651767613879,-0.00032685440653590017,-1.9925691140897044,Stocks all (1D)
PNR,-0.00028855239731752976,-2.0688351262488287,-0.0003420893192805026,-2.1888969288336524,Stocks all (1D)
PNW,-4.434673424218184e-05,-0.4191012274766615,-1.9818328708797316e-05,-0.18115854018585592,Stocks all (1D)
PODD,0.00016327208043079048,0.9084368971171182,0.00016193373995236214,0.8866682864442723,Stocks all (1D)
POOL,-3.73643465964356e-05,-0.24161668717560386,6.98817398553921e-05,0.4250834229881659,Stocks all (1D)
POWR,-0.00016776195746128695,-1.3602258779446463,-0.00017225525589909104,-1.4122087592085946,Stocks all (1D)
PPG,-0.00033078237472401116,-2.7325755054378162,-0.000311749127470491,-2.320231501011368,Stocks all (1D)
PPL,-5.13954540395665e-05,-0.4960782527784449,-1.3583912027524244e-05,-0.12619330560949207,Stocks all (1D)
PRGO,-0.00016576807447846447,-0.9149745390075537,-7.769117166647898e-05,-0.45893374941072773,Stocks all (1D)
PRU,-0.0003335566664509815,-2.358924092392906,-0.00029637328027325074,-1.9253106241238538,Stocks all (1D)
PSA,7.969365291467958e-05,0.6127560757455077,0.0001225422007933204,0.9843380577372387,Stocks all (1D)
PSKY,-0.00011315262859569911,-0.4524581594313836,-0.00013394509743191982,-0.48780456087951907,Stocks all (1D)
PSX,-0.00029475184821597093,-1.368616009015488,-0.00029822073968378176,-1.335522067958685,Stocks all (1D)
PTC,-6.154574672839076e-05,-0.311353897820323,-4.6342513948740355e-05,-0.22558662004013824,Stocks all (1D)
PVH,-0.000328374124422006,-1.6147645691131538,-0.0002704582554020556,-1.1583832585012275,Stocks all (1D)
PWR,-0.00021271686091147286,-1.4753656928139531,-0.000229591231710796,-1.4318763383138045,Stocks all (1D)
PX-201810,-0.00017313685835407556,-1.2888862163714154,-6.198689206089474e-05,-0.489647529541969,Stocks all (1D)
PXD,-0.00036907142189179136,-2.007332590586062,-0.000333041946558957,-1.6649234065820275,Stocks all (1D)
PYPL,0.0002803670759505327,1.2884718721408364,0.00034927840893931575,1.5800640087368094,Stocks all (1D)
QCOM,-0.00034256801292327206,-2.221428741846615,-0.00033430302981963915,-2.144226723625606,Stocks all (1D)
QEP,0.00041074266494899075,1.085008954713145,0.0001071944927088311,0.2348779771147476,Stocks all (1D)
QQQ,-0.00015425643025578502,-1.4359922454596863,-0.00017735207185472798,-1.5053628423413978,Stocks all (1D)
QRVO,-7.99614279927636e-05,-0.5031973364572918,-7.993851027624974e-05,-0.4643670704581712,Stocks all (1D)
R,-0.00023133689977362695,-1.3023684863611245,-0.00022017662278467145,-1.227830652337861,Stocks all (1D)
RAI-201707,9.223597925636346e-05,0.7351344097841781,0.00010092979448737396,0.8203982882880225,Stocks all (1D)
RCL,-0.000408780561986022,-1.8034609087813895,-0.000517932792779829,-1.8738020286510044,Stocks all (1D)
RDC,-0.00025289138842725123,-1.0325869703051447,-0.00026505291469051896,-1.0017194088525,Stocks all (1D)
REET,-0.0001742012621686613,-1.5303357782774554,-0.00016488341430711135,-1.4067100432950632,Stocks all (1D)
REG,-2.312162793279571e-05,-0.1523261486171232,-3.34757403584241e-05,-0.21510284084777256,Stocks all (1D)
REGN,0.00014352828399211357,0.78890337608793,0.0001593245164676368,0.8767443064531109,Stocks all (1D)
REM,-0.00030295692832883525,-2.0141202754059755,-0.00032176819835736986,-2.211602087426387,Stocks all (1D)
REZ,-2.174912495630747e-05,-0.16463937837736398,-5.549806981228617e-05,-0.44241051314212765,Stocks all (1D)
RF,-0.0003720746359937738,-2.332842807694668,-0.00038252271809211506,-2.078014737031368,Stocks all (1D)
RHI,-0.0002608337480341463,-1.616132028287125,-0.0002779290440327956,-1.6510650130471283,Stocks all (1D)
RHT,-3.718033666273376e-05,-0.16346634895403853,7.791355108753735e-05,0.3193506187344428,Stocks all (1D)
RIG,-1.4139980431986555e-05,-0.050633116446907496,-0.00015423209533116012,-0.5392537160331328,Stocks all (1D)
RING,-0.00014236566139922194,-0.9088067411542681,-0.0001821995869992367,-1.04294758175982,Stocks all (1D)
RJF,-0.0003881910643205889,-2.3231614608373965,-0.000430540491009408,-2.46880477016076,Stocks all (1D)
RL,-0.00011129084361689304,-0.65686497341405,-0.00010399490873788488,-0.6385588221188048,Stocks all (1D)
RMD,-1.0247749059921724e-05,-0.06375161779752955,1.4515694340376676e-05,0.08959889074145815,Stocks all (1D)
ROK,-0.000190161835234166,-1.2269064207298805,-0.00019058329341155254,-1.1806208510299914,Stocks all (1D)
ROL,2.4715394430106425e-05,0.21018389261022635,7.409623636362159e-05,0.6387502047076653,Stocks all (1D)
ROP,-9.198826139220258e-05,-0.8248288653533432,-3.632141923088639e-05,-0.3158119975424756,Stocks all (1D)
ROST,4.925122913786584e-05,0.3622616647638039,3.198127420623022e-05,0.21327690823164513,Stocks all (1D)
RRC,-8.195500655799865e-05,-0.28373422100141893,-4.408933624491779e-05,-0.15378100191515134,Stocks all (1D)
RRD,6.035841516459061e-05,0.1761004796397257,-0.00010127250292219967,-0.268108299198416,Stocks all (1D)
RSG,-8.603372812175185e-05,-0.8454121251561637,-5.211696144861375e-05,-0.4982714359126975,Stocks all (1D)
RSP,-0.00019245705889482523,-2.4204140178449243,-0.00021766784974718852,-2.319810527247405,Stocks all (1D)
RTN,-0.0004286461899861335,-2.870773467006396,-0.0005021697102343922,-2.4730437491309645,Stocks all (1D)
RTX,-6.815181466345557e-05,-0.5924115552794046,-0.0001291796279356184,-0.902738224778582,Stocks all (1D)
RVTY,-9.161493753814864e-05,-0.6350059992415898,-9.487629489640245e-05,-0.6430219621524456,Stocks all (1D)
RXI,-0.00013474391896576123,-1.2143612695702246,-0.0001592932638974773,-1.348620299209878,Stocks all (1D)
SANM,-0.0002434798718500462,-1.1894285905828592,-0.00016360073450163404,-0.811275018603511,Stocks all (1D)
SAPE-201502,-0.00016184535298287205,-0.33216895235337895,-0.00031974280568847517,-0.7147764419477137,Stocks all (1D)
SBAC,-9.253499575542022e-05,-0.6771807097978955,-3.9730837454664854e-05,-0.2929013631510272,Stocks all (1D)
SBUX,1.2084133201385011e-05,0.09584150136011517,-5.725624956310777e-06,-0.04365668873065055,Stocks all (1D)
SCG-201812,0.00011023175692509593,0.8819642345420534,0.00010978535553076964,0.844960575896011,Stocks all (1D)
SCHW,-0.00040934628005920054,-2.5858263088164475,-0.0003782651871789388,-2.198513955179874,Stocks all (1D)
SCI,-4.426342913168308e-05,-0.34188411778769273,1.2289820231076836e-05,0.09023447692150424,Stocks all (1D)
SEDG,-4.8818548195100566e-05,-0.16138551012569935,4.268332741068538e-06,0.013634594774514832,Stocks all (1D)
SEE,-0.0001560849106105032,-0.8626169779669352,-0.00017041444517565372,-0.9170235989936599,Stocks all (1D)
SHW,-6.656673109754614e-05,-0.5511876671439753,-9.827942818200113e-05,-0.7185045245295477,Stocks all (1D)
SHY,-1.4295649781160725e-05,-3.079491855948503,-1.7493309312508864e-05,-4.3259606075699315,Stocks all (1D)
SIAL-201511,-0.0002076821129495886,-1.107760169028514,7.181886737567779e-05,0.3645865318060972,Stocks all (1D)
SIG,-0.0003662156082676338,-1.4354131161841186,-0.00036780751103907564,-1.2678773507722174,Stocks all (1D)
SIVB,-0.0006294300238743141,-1.780521825321786,-0.0006920359849967114,-1.7763380362888261,Stocks all (1D)
SJM,-1.0648844883721357e-05,-0.10471710246197893,2.0654669740342052e-05,0.20795536561142697,Stocks all (1D)
SLB,-0.000258179637804636,-1.4472405666748982,-0.00022918400367388038,-1.1807714730579972,Stocks all (1D)
SLG,-0.0003446040556418012,-1.564419666146304,-0.0003016958091981691,-1.3894929632458761,Stocks all (1D)
SLM,-0.0003922032999094322,-2.0652207744796427,-0.0003303786696072971,-1.7549074906281887,Stocks all (1D)
SLV,-0.00020740049284926493,-1.2866989241657443,-0.0002180865522247879,-1.2603857648055468,Stocks all (1D)
SLVP,-9.757427546694251e-05,-0.6016970207670739,-0.00011105544467502627,-0.6411538502034111,Stocks all (1D)
SMCI,-0.00021043078012532524,-0.762164125274213,-0.00020594136953495663,-0.7556017892692927,Stocks all (1D)
SNA,-0.00023046843972920571,-1.9146894714008909,-0.00017968259269191236,-1.2599328403778738,Stocks all (1D)
SNI-201803,-0.00015496650716359064,-1.0236921186087897,-0.00011317205608189261,-0.6905547310665273,Stocks all (1D)
SNPS,-1.9226178888669294e-06,-0.012706804407318062,5.281069536929703e-05,0.3331986352916046,Stocks all (1D)
SNV,-0.00020930986382007458,-0.9725363114147308,-0.0002606004797442138,-1.0675139692380091,Stocks all (1D)
SO,0.0001152259458684582,1.3093092370012536,0.00013054909135931363,1.554259202872947,Stocks all (1D)
SOXX,-8.695590456582326e-05,-0.5720162457767575,-0.00011681967428624608,-0.7317668357487624,Stocks all (1D)
SPG,-0.00021188332270947636,-1.0662802705087835,-0.00018094862383106656,-0.7385652887077292,Stocks all (1D)
SPGI,-0.00040086067396125156,-3.1665155820702444,-0.00038805567860326527,-2.850048476513939,Stocks all (1D)
SPY,-0.00026781473195598677,-3.1201935694130394,-0.0002940365802053516,-2.938485356594449,Stocks all (1D)
SRCL,8.663696680193022e-05,0.5916910386349248,0.0001091115148158596,0.7108522093080832,Stocks all (1D)
SRE,-7.336432915550924e-05,-0.6419717416966095,-5.1588851250835325e-05,-0.47485612102304103,Stocks all (1D)
SSP,-0.0001494481559621876,-0.5411862246119942,-0.00011037972592384348,-0.3796257287417353,Stocks all (1D)
STE,4.851150242275743e-06,0.03647130278688324,5.628217591543985e-05,0.42107451238423593,Stocks all (1D)
STJ-201701,-0.000285685229735855,-1.0307706751138215,-0.0004622295499673736,-1.4768643384542774,Stocks all (1D)
STLD,-0.0003833425075702689,-2.168166864084111,-0.00036725966027863346,-1.8822882781684653,Stocks all (1D)
STT,-0.0004411591156903277,-2.547693634749922,-0.00041875900682394337,-2.2511861815596435,Stocks all (1D)
STX,8.907941851101873e-05,0.3928970058417231,3.6610519310216984e-05,0.15566673388281266,Stocks all (1D)
STZ,-0.00023199660714553954,-1.247185383914311,-0.00019825327670902867,-1.11095859928002,Stocks all (1D)
SVU,-0.0002485432505289577,-0.6187558694142228,-0.000138709239404151,-0.33987412171100817,Stocks all (1D)
SWK,-0.00023030279834027113,-1.3249435460047496,-0.000198727594778901,-1.0988947211650706,Stocks all (1D)
SWKS,-6.431855744064325e-05,-0.27459058710064443,-0.00012402651019796852,-0.5067268311935129,Stocks all (1D)
SWN,0.00015668732155653823,0.6396249380613994,0.00021464057308747252,0.8750235889401342,Stocks all (1D)
SWY-201501,0.00020960409539438408,0.6832617377004263,0.00016417451836496158,0.5180665241797467,Stocks all (1D)
SYF,-0.00026266376219533967,-1.2468423165195943,-0.0003237160850744093,-1.3427814897256318,Stocks all (1D)
SYK,-0.0001260241514271356,-0.9442901245735291,-4.241480629683132e-05,-0.32035088590751687,Stocks all (1D)
SYY,-6.88125722635571e-05,-0.6307031802589739,-5.699139839870059e-05,-0.40656580334757425,Stocks all (1D)
T,3.068932616345066e-05,0.26652574505682913,2.4674325624324597e-05,0.20794447262256358,Stocks all (1D)
TAP,-0.0002371062673702615,-1.9297284238385193,-0.00013511491054813126,-1.044947907733447,Stocks all (1D)
TDC,-0.0003394965650663153,-1.8893533535967784,-0.0002232051106922523,-1.256245027576824,Stocks all (1D)
TDG,-2.107932203014454e-05,-0.13559327962065293,2.823164445287123e-05,0.17680744003118004,Stocks all (1D)
TDY,-0.00022548403101247132,-1.9510016096101344,-0.00014602927411838353,-1.2236087431214386,Stocks all (1D)
TECB,-0.00035305125510194885,-2.013805416398652,-0.000351386539475351,-1.6293772431475189,Stocks all (1D)
