cand,label,cfg,split,fpt,miss,delay
"B1w|('H', 10, 0.4, 0.0)",B1w,"('H', 10, 0.4, 0.0)",14,1.0,0.8961213703502411,28.0
"B1w|('H', 10, 0.4, 0.2)",B1w,"('H', 10, 0.4, 0.2)",14,2.0,0.9184796702844149,29.0
"B1w|('H', 10, 0.5, -0.5)",B1w,"('H', 10, 0.5, -0.5)",14,0.0,0.5,13.5
"B1w|('H', 10, 0.5, 0.0)",B1w,"('H', 10, 0.5, 0.0)",14,1.0,1.0,34.5
"B1w|('H', 10, 0.5, 0.25)",B1w,"('H', 10, 0.5, 0.25)",14,1.8,1.0,35.5
"B1w|('C', 0, 0.0, 0.5)",B1w,"('C', 0, 0.0, 0.5)",14,2.2,0.23270192402293824,7.0
"B1w|('C', 0, 0.0, 1)",B1w,"('C', 0, 0.0, 1)",14,1.6666666666666667,0.2743849946469201,8.0
"B1w|('C', 0, 0.0, 2)",B1w,"('C', 0, 0.0, 2)",14,1.0,0.3336575627507723,11.0
"B1w|('C', 0, 0.0, 4)",B1w,"('C', 0, 0.0, 4)",14,0.5,0.4159799503240792,13.5
"B1w|('C', 0, 0.0, 8)",B1w,"('C', 0, 0.0, 8)",14,0.0,0.5,15.0
"B1w|('C', 0, 0.1, 0.5)",B1w,"('C', 0, 0.1, 0.5)",14,1.6,0.293266473293017,8.5
"B1w|('C', 0, 0.1, 1)",B1w,"('C', 0, 0.1, 1)",14,1.0,0.3499309780887845,11.0
"B1w|('C', 0, 0.1, 2)",B1w,"('C', 0, 0.1, 2)",14,0.4,0.40878956761860324,12.0
"B1w|('C', 0, 0.1, 4)",B1w,"('C', 0, 0.1, 4)",14,0.0,0.5,13.0
"B1w|('C', 0, 0.1, 8)",B1w,"('C', 0, 0.1, 8)",14,0.0,0.5,13.0
"B1w|('C', 0, 0.2, 0.5)",B1w,"('C', 0, 0.2, 0.5)",14,0.6666666666666666,0.3501127768191952,11.0
"B1w|('C', 0, 0.2, 1)",B1w,"('C', 0, 0.2, 1)",14,0.2,0.41424128180401115,11.0
"B1w|('C', 0, 0.2, 2)",B1w,"('C', 0, 0.2, 2)",14,0.0,0.5,12.0
"B1w|('C', 0, 0.2, 4)",B1w,"('C', 0, 0.2, 4)",14,0.0,0.5,12.0
"B1w|('C', 0, 0.2, 8)",B1w,"('C', 0, 0.2, 8)",14,0.0,0.5,13.5
"B1w|('C', 0, 0.3, 0.5)",B1w,"('C', 0, 0.3, 0.5)",14,0.0,0.5,11.0
"B1w|('C', 0, 0.3, 1)",B1w,"('C', 0, 0.3, 1)",14,0.0,0.5,12.0
"B1w|('C', 0, 0.3, 2)",B1w,"('C', 0, 0.3, 2)",14,0.0,0.5,13.0
"B1w|('C', 0, 0.3, 4)",B1w,"('C', 0, 0.3, 4)",14,0.0,0.5,13.5
"B1w|('C', 0, 0.3, 8)",B1w,"('C', 0, 0.3, 8)",14,0.0,0.5,15.0
"T1|('H', 1, 0.1, -0.1)",T1,"('H', 1, 0.1, -0.1)",14,3.6666666666666665,0.35841383305034724,8.0
"T1|('H', 1, 0.1, 0.0)",T1,"('H', 1, 0.1, 0.0)",14,8.0,0.36124513583877377,8.0
"T1|('H', 1, 0.1, 0.05)",T1,"('H', 1, 0.1, 0.05)",14,10.2,0.36124513583877377,8.0
"T1|('H', 1, 0.2, -0.2)",T1,"('H', 1, 0.2, -0.2)",14,2.4,0.3994240782075067,10.0
"T1|('H', 1, 0.2, 0.0)",T1,"('H', 1, 0.2, 0.0)",14,6.833333333333333,0.40002208529738487,10.0
"T1|('H', 1, 0.2, 0.1)",T1,"('H', 1, 0.2, 0.1)",14,9.5,0.40002208529738487,10.0
"T1|('H', 1, 0.3, -0.3)",T1,"('H', 1, 0.3, -0.3)",14,1.6666666666666667,0.44506508718463567,13.0
"T1|('H', 1, 0.3, 0.0)",T1,"('H', 1, 0.3, 0.0)",14,5.666666666666667,0.45950313139500887,13.0
"T1|('H', 1, 0.3, 0.15)",T1,"('H', 1, 0.3, 0.15)",14,8.4,0.46047574811105413,13.0
"T1|('H', 1, 0.4, -0.4)",T1,"('H', 1, 0.4, -0.4)",14,1.4,0.5019841074659358,15.0
"T1|('H', 1, 0.4, 0.0)",T1,"('H', 1, 0.4, 0.0)",14,4.6,0.5164922014768869,16.0
"T1|('H', 1, 0.4, 0.2)",T1,"('H', 1, 0.4, 0.2)",14,7.2,0.5164922014768869,16.0
"T1|('H', 1, 0.5, -0.5)",T1,"('H', 1, 0.5, -0.5)",14,0.8333333333333334,0.5493089533880137,20.0
"T1|('H', 1, 0.5, 0.0)",T1,"('H', 1, 0.5, 0.0)",14,3.4285714285714284,0.6064180667695498,22.0
"T1|('H', 1, 0.5, 0.25)",T1,"('H', 1, 0.5, 0.25)",14,5.4,0.6064180667695498,22.0
"T1|('H', 3, 0.1, -0.1)",T1,"('H', 3, 0.1, -0.1)",14,2.1666666666666665,0.41454615587885774,11.0
"T1|('H', 3, 0.1, 0.0)",T1,"('H', 3, 0.1, 0.0)",14,4.8,0.4243113760368181,11.0
"T1|('H', 3, 0.1, 0.05)",T1,"('H', 3, 0.1, 0.05)",14,6.0,0.4243113760368181,11.0
"T1|('H', 3, 0.2, -0.2)",T1,"('H', 3, 0.2, -0.2)",14,1.5714285714285714,0.45950313139500887,13.0
"T1|('H', 3, 0.2, 0.0)",T1,"('H', 3, 0.2, 0.0)",14,4.2,0.46741537086246415,14.0
"T1|('H', 3, 0.2, 0.1)",T1,"('H', 3, 0.2, 0.1)",14,5.2,0.46741537086246415,14.0
"T1|('H', 3, 0.3, -0.3)",T1,"('H', 3, 0.3, -0.3)",14,1.2222222222222223,0.5,15.5
"T1|('H', 3, 0.3, 0.0)",T1,"('H', 3, 0.3, 0.0)",14,3.6666666666666665,0.5199341897598028,17.0
"T1|('H', 3, 0.3, 0.15)",T1,"('H', 3, 0.3, 0.15)",14,4.666666666666667,0.5203212816476144,17.0
"T1|('H', 3, 0.4, -0.4)",T1,"('H', 3, 0.4, -0.4)",14,1.0,0.5090455029081685,18.0
"T1|('H', 3, 0.4, 0.0)",T1,"('H', 3, 0.4, 0.0)",14,3.1666666666666665,0.5728047698542602,22.0
"T1|('H', 3, 0.4, 0.2)",T1,"('H', 3, 0.4, 0.2)",14,4.2,0.5729981846805353,22.0
"T1|('H', 3, 0.5, -0.5)",T1,"('H', 3, 0.5, -0.5)",14,0.5714285714285714,0.5528542143400295,22.0
"T1|('H', 3, 0.5, 0.0)",T1,"('H', 3, 0.5, 0.0)",14,2.2222222222222223,0.728701318808267,28.0
"T1|('H', 3, 0.5, 0.25)",T1,"('H', 3, 0.5, 0.25)",14,3.2,0.728701318808267,28.0
"T1|('H', 5, 0.1, -0.1)",T1,"('H', 5, 0.1, -0.1)",14,1.8,0.43000057312154155,13.0
"T1|('H', 5, 0.1, 0.0)",T1,"('H', 5, 0.1, 0.0)",14,4.0,0.4433193266649282,13.0
"T1|('H', 5, 0.1, 0.05)",T1,"('H', 5, 0.1, 0.05)",14,4.8,0.44688641527385425,13.0
"T1|('H', 5, 0.2, -0.2)",T1,"('H', 5, 0.2, -0.2)",14,1.4,0.4622212558204564,15.0
"T1|('H', 5, 0.2, 0.0)",T1,"('H', 5, 0.2, 0.0)",14,3.6,0.48806472036185544,16.0
"T1|('H', 5, 0.2, 0.1)",T1,"('H', 5, 0.2, 0.1)",14,4.2,0.4909917697363546,16.0
"T1|('H', 5, 0.3, -0.3)",T1,"('H', 5, 0.3, -0.3)",14,1.0,0.5019841074659358,17.0
"T1|('H', 5, 0.3, 0.0)",T1,"('H', 5, 0.3, 0.0)",14,3.0,0.5401176852567903,20.0
"T1|('H', 5, 0.3, 0.15)",T1,"('H', 5, 0.3, 0.15)",14,3.6666666666666665,0.5537616910856328,20.0
"T1|('H', 5, 0.4, -0.4)",T1,"('H', 5, 0.4, -0.4)",14,0.8,0.5,20.5
"T1|('H', 5, 0.4, 0.0)",T1,"('H', 5, 0.4, 0.0)",14,2.5,0.6130722468489914,24.0
"T1|('H', 5, 0.4, 0.2)",T1,"('H', 5, 0.4, 0.2)",14,3.3333333333333335,0.6358549925110776,24.0
"T1|('H', 5, 0.5, -0.5)",T1,"('H', 5, 0.5, -0.5)",14,0.42857142857142855,0.5431964941829065,22.0
"T1|('H', 5, 0.5, 0.0)",T1,"('H', 5, 0.5, 0.0)",14,1.8,0.7805463635918752,29.0
"T1|('H', 5, 0.5, 0.25)",T1,"('H', 5, 0.5, 0.25)",14,2.6,0.7818794771433297,30.0
"T1|('H', 10, 0.1, -0.1)",T1,"('H', 10, 0.1, -0.1)",14,1.4,0.454163841806511,16.0
"T1|('H', 10, 0.1, 0.0)",T1,"('H', 10, 0.1, 0.0)",14,3.2,0.4723484188441271,16.0
"T1|('H', 10, 0.1, 0.05)",T1,"('H', 10, 0.1, 0.05)",14,3.6,0.48284329498611017,16.0
"T1|('H', 10, 0.2, -0.2)",T1,"('H', 10, 0.2, -0.2)",14,1.0,0.47238407552797024,18.0
"T1|('H', 10, 0.2, 0.0)",T1,"('H', 10, 0.2, 0.0)",14,2.8,0.5075968095767449,20.5
"T1|('H', 10, 0.2, 0.1)",T1,"('H', 10, 0.2, 0.1)",14,3.3333333333333335,0.5243048461309279,21.0
"T1|('H', 10, 0.3, -0.3)",T1,"('H', 10, 0.3, -0.3)",14,0.8,0.5,20.0
"T1|('H', 10, 0.3, 0.0)",T1,"('H', 10, 0.3, 0.0)",14,2.2857142857142856,0.6092998406967827,24.0
"T1|('H', 10, 0.3, 0.15)",T1,"('H', 10, 0.3, 0.15)",14,2.6666666666666665,0.6249433355269656,24.5
"T1|('H', 10, 0.4, -0.4)",T1,"('H', 10, 0.4, -0.4)",14,0.5,0.5077588273000206,22.0
"T1|('H', 10, 0.4, 0.0)",T1,"('H', 10, 0.4, 0.0)",14,1.7142857142857142,0.7432537221125042,29.0
"T1|('H', 10, 0.4, 0.2)",T1,"('H', 10, 0.4, 0.2)",14,2.2,0.7673195905509422,30.0
"T1|('H', 10, 0.5, -0.5)",T1,"('H', 10, 0.5, -0.5)",14,0.2,0.5031468191744402,22.0
"T1|('H', 10, 0.5, 0.0)",T1,"('H', 10, 0.5, 0.0)",14,1.3333333333333333,0.9266353955545392,35.5
"T1|('H', 10, 0.5, 0.25)",T1,"('H', 10, 0.5, 0.25)",14,1.75,0.9336626104519256,36.0
"T1|('C', 0, 0.0, 0.5)",T1,"('C', 0, 0.0, 0.5)",14,2.3333333333333335,0.40766184652012893,11.0
"T1|('C', 0, 0.0, 1)",T1,"('C', 0, 0.0, 1)",14,1.8,0.426438318602206,13.0
"T1|('C', 0, 0.0, 2)",T1,"('C', 0, 0.0, 2)",14,1.4,0.44759895677301653,15.0
"T1|('C', 0, 0.0, 4)",T1,"('C', 0, 0.0, 4)",14,1.0,0.44877470966416455,18.0
"T1|('C', 0, 0.0, 8)",T1,"('C', 0, 0.0, 8)",14,0.6666666666666666,0.5,22.0
"T1|('C', 0, 0.1, 0.5)",T1,"('C', 0, 0.1, 0.5)",14,1.75,0.443725005038361,13.0
"T1|('C', 0, 0.1, 1)",T1,"('C', 0, 0.1, 1)",14,1.4,0.45432065749509143,15.0
"T1|('C', 0, 0.1, 2)",T1,"('C', 0, 0.1, 2)",14,1.125,0.4728897827425423,17.0
"T1|('C', 0, 0.1, 4)",T1,"('C', 0, 0.1, 4)",14,0.8,0.4814602189252358,21.0
"T1|('C', 0, 0.1, 8)",T1,"('C', 0, 0.1, 8)",14,0.5,0.5,23.0
"T1|('C', 0, 0.2, 0.5)",T1,"('C', 0, 0.2, 0.5)",14,1.375,0.4846692938237246,15.0
"T1|('C', 0, 0.2, 1)",T1,"('C', 0, 0.2, 1)",14,1.0,0.4900370248425504,16.5
"T1|('C', 0, 0.2, 2)",T1,"('C', 0, 0.2, 2)",14,0.8333333333333334,0.4990890609857611,20.5
"T1|('C', 0, 0.2, 4)",T1,"('C', 0, 0.2, 4)",14,0.5555555555555556,0.5069404614690985,22.0
"T1|('C', 0, 0.2, 8)",T1,"('C', 0, 0.2, 8)",14,0.25,0.5,21.0
"T1|('C', 0, 0.3, 0.5)",T1,"('C', 0, 0.3, 0.5)",14,1.0,0.5057647044329363,18.0
"T1|('C', 0, 0.3, 1)",T1,"('C', 0, 0.3, 1)",14,0.8333333333333334,0.5007054426444786,20.0
"T1|('C', 0, 0.3, 2)",T1,"('C', 0, 0.3, 2)",14,0.5714285714285714,0.5238207880894237,21.5
"T1|('C', 0, 0.3, 4)",T1,"('C', 0, 0.3, 4)",14,0.2857142857142857,0.5,20.5
"T1|('C', 0, 0.3, 8)",T1,"('C', 0, 0.3, 8)",14,0.0,0.5,20.0
"TS|('H', 1, 0.1, -0.1)",TS,"('H', 1, 0.1, -0.1)",14,0.0,0.5,10.0
"TS|('H', 1, 0.1, 0.0)",TS,"('H', 1, 0.1, 0.0)",14,0.4,0.5,11.5
"TS|('H', 1, 0.1, 0.05)",TS,"('H', 1, 0.1, 0.05)",14,1.3333333333333333,0.5,12.0
"TS|('H', 1, 0.2, -0.2)",TS,"('H', 1, 0.2, -0.2)",14,0.0,0.5,10.5
"TS|('H', 1, 0.2, 0.0)",TS,"('H', 1, 0.2, 0.0)",14,0.2857142857142857,0.5,13.0
"TS|('H', 1, 0.2, 0.1)",TS,"('H', 1, 0.2, 0.1)",14,1.8,0.6488403111843747,18.0
"TS|('H', 1, 0.3, -0.3)",TS,"('H', 1, 0.3, -0.3)",14,0.0,0.5,11.0
"TS|('H', 1, 0.3, 0.0)",TS,"('H', 1, 0.3, 0.0)",14,0.2,0.5,15.0
"TS|('H', 1, 0.3, 0.15)",TS,"('H', 1, 0.3, 0.15)",14,2.8,1.0,28.0
"TS|('H', 1, 0.4, -0.4)",TS,"('H', 1, 0.4, -0.4)",14,0.0,0.5,15.0
"TS|('H', 1, 0.4, 0.0)",TS,"('H', 1, 0.4, 0.0)",14,0.2,1.0,21.0
"TS|('H', 1, 0.4, 0.2)",TS,"('H', 1, 0.4, 0.2)",14,0.8,1.0,43.0
"TS|('H', 1, 0.5, -0.5)",TS,"('H', 1, 0.5, -0.5)",14,0.0,0.5,15.5
"TS|('H', 1, 0.5, 0.0)",TS,"('H', 1, 0.5, 0.0)",14,0.2,1.0,28.0
"TS|('H', 1, 0.5, 0.25)",TS,"('H', 1, 0.5, 0.25)",14,0.25,1.0,53.0
"TS|('H', 3, 0.1, -0.1)",TS,"('H', 3, 0.1, -0.1)",14,0.0,0.5,10.0
"TS|('H', 3, 0.1, 0.0)",TS,"('H', 3, 0.1, 0.0)",14,0.14285714285714285,0.5,11.0
"TS|('H', 3, 0.1, 0.05)",TS,"('H', 3, 0.1, 0.05)",14,0.5714285714285714,0.5,12.0
"TS|('H', 3, 0.2, -0.2)",TS,"('H', 3, 0.2, -0.2)",14,0.0,0.5,10.5
"TS|('H', 3, 0.2, 0.0)",TS,"('H', 3, 0.2, 0.0)",14,0.14285714285714285,0.5,11.5
"TS|('H', 3, 0.2, 0.1)",TS,"('H', 3, 0.2, 0.1)",14,0.8,0.5287979296542956,17.0
"TS|('H', 3, 0.3, -0.3)",TS,"('H', 3, 0.3, -0.3)",14,0.0,0.5,11.0
"TS|('H', 3, 0.3, 0.0)",TS,"('H', 3, 0.3, 0.0)",14,0.16666666666666666,0.5,13.5
"TS|('H', 3, 0.3, 0.15)",TS,"('H', 3, 0.3, 0.15)",14,1.0,1.0,28.0
"TS|('H', 3, 0.4, -0.4)",TS,"('H', 3, 0.4, -0.4)",14,0.0,0.5,15.0
"TS|('H', 3, 0.4, 0.0)",TS,"('H', 3, 0.4, 0.0)",14,0.2,1.0,21.0
"TS|('H', 3, 0.4, 0.2)",TS,"('H', 3, 0.4, 0.2)",14,0.5714285714285714,1.0,43.0
"TS|('H', 3, 0.5, -0.5)",TS,"('H', 3, 0.5, -0.5)",14,0.0,0.5,15.5
"TS|('H', 3, 0.5, 0.0)",TS,"('H', 3, 0.5, 0.0)",14,0.16666666666666666,1.0,23.5
"TS|('H', 3, 0.5, 0.25)",TS,"('H', 3, 0.5, 0.25)",14,0.2222222222222222,1.0,53.0
"TS|('H', 5, 0.1, -0.1)",TS,"('H', 5, 0.1, -0.1)",14,0.0,0.5,10.0
"TS|('H', 5, 0.1, 0.0)",TS,"('H', 5, 0.1, 0.0)",14,0.0,0.5,11.0
"TS|('H', 5, 0.1, 0.05)",TS,"('H', 5, 0.1, 0.05)",14,0.5,0.5,12.0
"TS|('H', 5, 0.2, -0.2)",TS,"('H', 5, 0.2, -0.2)",14,0.0,0.5,10.5
"TS|('H', 5, 0.2, 0.0)",TS,"('H', 5, 0.2, 0.0)",14,0.09090909090909091,0.5,11.0
"TS|('H', 5, 0.2, 0.1)",TS,"('H', 5, 0.2, 0.1)",14,0.6,0.5335740776587551,16.5
"TS|('H', 5, 0.3, -0.3)",TS,"('H', 5, 0.3, -0.3)",14,0.0,0.5,12.0
"TS|('H', 5, 0.3, 0.0)",TS,"('H', 5, 0.3, 0.0)",14,0.16666666666666666,0.5,13.0
"TS|('H', 5, 0.3, 0.15)",TS,"('H', 5, 0.3, 0.15)",14,0.8,1.0,28.0
"TS|('H', 5, 0.4, -0.4)",TS,"('H', 5, 0.4, -0.4)",14,0.0,0.5,15.0
"TS|('H', 5, 0.4, 0.0)",TS,"('H', 5, 0.4, 0.0)",14,0.16666666666666666,1.0,20.0
"TS|('H', 5, 0.4, 0.2)",TS,"('H', 5, 0.4, 0.2)",14,0.4444444444444444,1.0,44.0
"TS|('H', 5, 0.5, -0.5)",TS,"('H', 5, 0.5, -0.5)",14,0.0,0.5,17.0
"TS|('H', 5, 0.5, 0.0)",TS,"('H', 5, 0.5, 0.0)",14,0.16666666666666666,1.0,24.0
"TS|('H', 5, 0.5, 0.25)",TS,"('H', 5, 0.5, 0.25)",14,0.18181818181818182,1.0,53.0
"TS|('H', 10, 0.1, -0.1)",TS,"('H', 10, 0.1, -0.1)",14,0.0,0.5,10.0
"TS|('H', 10, 0.1, 0.0)",TS,"('H', 10, 0.1, 0.0)",14,0.0,0.5,10.5
"TS|('H', 10, 0.1, 0.05)",TS,"('H', 10, 0.1, 0.05)",14,0.3333333333333333,0.5,12.0
"TS|('H', 10, 0.2, -0.2)",TS,"('H', 10, 0.2, -0.2)",14,0.0,0.5,11.0
"TS|('H', 10, 0.2, 0.0)",TS,"('H', 10, 0.2, 0.0)",14,0.0,0.5,11.0
"TS|('H', 10, 0.2, 0.1)",TS,"('H', 10, 0.2, 0.1)",14,0.5,0.5274431690408362,15.5
"TS|('H', 10, 0.3, -0.3)",TS,"('H', 10, 0.3, -0.3)",14,0.0,0.5,12.0
"TS|('H', 10, 0.3, 0.0)",TS,"('H', 10, 0.3, 0.0)",14,0.0,0.5,13.0
"TS|('H', 10, 0.3, 0.15)",TS,"('H', 10, 0.3, 0.15)",14,0.6666666666666666,1.0,26.0
"TS|('H', 10, 0.4, -0.4)",TS,"('H', 10, 0.4, -0.4)",14,0.0,0.5,15.0
"TS|('H', 10, 0.4, 0.0)",TS,"('H', 10, 0.4, 0.0)",14,0.0,1.0,22.0
"TS|('H', 10, 0.4, 0.2)",TS,"('H', 10, 0.4, 0.2)",14,0.3333333333333333,1.0,49.0
"TS|('H', 10, 0.5, -0.5)",TS,"('H', 10, 0.5, -0.5)",14,0.0,0.5,18.0
"TS|('H', 10, 0.5, 0.0)",TS,"('H', 10, 0.5, 0.0)",14,0.0,1.0,25.0
"TS|('H', 10, 0.5, 0.25)",TS,"('H', 10, 0.5, 0.25)",14,0.18181818181818182,1.0,53.0
"TS|('C', 0, 0.0, 0.5)",TS,"('C', 0, 0.0, 0.5)",14,0.0,0.5,9.5
"TS|('C', 0, 0.0, 1)",TS,"('C', 0, 0.0, 1)",14,0.0,0.5,10.0
"TS|('C', 0, 0.0, 2)",TS,"('C', 0, 0.0, 2)",14,0.0,0.5,10.0
"TS|('C', 0, 0.0, 4)",TS,"('C', 0, 0.0, 4)",14,0.0,0.5,11.5
"TS|('C', 0, 0.0, 8)",TS,"('C', 0, 0.0, 8)",14,0.0,0.5,12.0
"TS|('C', 0, 0.1, 0.5)",TS,"('C', 0, 0.1, 0.5)",14,0.0,0.5,10.0
"TS|('C', 0, 0.1, 1)",TS,"('C', 0, 0.1, 1)",14,0.0,0.5,10.0
"TS|('C', 0, 0.1, 2)",TS,"('C', 0, 0.1, 2)",14,0.0,0.5,11.0
"TS|('C', 0, 0.1, 4)",TS,"('C', 0, 0.1, 4)",14,0.0,0.5,12.0
"TS|('C', 0, 0.1, 8)",TS,"('C', 0, 0.1, 8)",14,0.0,0.5,12.5
"TS|('C', 0, 0.2, 0.5)",TS,"('C', 0, 0.2, 0.5)",14,0.0,0.5,12.0
"TS|('C', 0, 0.2, 1)",TS,"('C', 0, 0.2, 1)",14,0.0,0.5,12.0
"TS|('C', 0, 0.2, 2)",TS,"('C', 0, 0.2, 2)",14,0.0,0.5,12.0
"TS|('C', 0, 0.2, 4)",TS,"('C', 0, 0.2, 4)",14,0.0,0.5,13.0
"TS|('C', 0, 0.2, 8)",TS,"('C', 0, 0.2, 8)",14,0.0,0.5,15.0
"TS|('C', 0, 0.3, 0.5)",TS,"('C', 0, 0.3, 0.5)",14,0.0,0.5,12.0
"TS|('C', 0, 0.3, 1)",TS,"('C', 0, 0.3, 1)",14,0.0,0.5,14.0
"TS|('C', 0, 0.3, 2)",TS,"('C', 0, 0.3, 2)",14,0.0,0.5,15.0
"TS|('C', 0, 0.3, 4)",TS,"('C', 0, 0.3, 4)",14,0.0,0.5,15.0
"TS|('C', 0, 0.3, 8)",TS,"('C', 0, 0.3, 8)",14,0.0,0.5,16.5
"RV|('H', 1, 0.1, -0.1)",RV,"('H', 1, 0.1, -0.1)",14,1.3333333333333333,0.32228001144816426,10.0
"RV|('H', 1, 0.1, 0.0)",RV,"('H', 1, 0.1, 0.0)",14,3.0,0.3378493414355215,10.0
"RV|('H', 1, 0.1, 0.05)",RV,"('H', 1, 0.1, 0.05)",14,3.75,0.33849504639021616,10.0
"RV|('H', 1, 0.2, -0.2)",RV,"('H', 1, 0.2, -0.2)",14,0.6666666666666666,0.34464030009661534,10.0
"RV|('H', 1, 0.2, 0.0)",RV,"('H', 1, 0.2, 0.0)",14,2.6,0.38773046670801103,11.0
"RV|('H', 1, 0.2, 0.1)",RV,"('H', 1, 0.2, 0.1)",14,3.5,0.38773046670801103,11.0
"RV|('H', 1, 0.3, -0.3)",RV,"('H', 1, 0.3, -0.3)",14,0.4,0.4381293470490589,11.0
"RV|('H', 1, 0.3, 0.0)",RV,"('H', 1, 0.3, 0.0)",14,2.2,0.467070003169855,13.0
"RV|('H', 1, 0.3, 0.15)",RV,"('H', 1, 0.3, 0.15)",14,3.6,0.467070003169855,13.0
"RV|('H', 1, 0.4, -0.4)",RV,"('H', 1, 0.4, -0.4)",14,0.0,0.5,10.5
"RV|('H', 1, 0.4, 0.0)",RV,"('H', 1, 0.4, 0.0)",14,1.8333333333333333,0.5093177731167372,14.5
"RV|('H', 1, 0.4, 0.2)",RV,"('H', 1, 0.4, 0.2)",14,3.0,0.5191631349150171,15.0
"RV|('H', 1, 0.5, -0.5)",RV,"('H', 1, 0.5, -0.5)",14,0.0,0.5,10.0
"RV|('H', 1, 0.5, 0.0)",RV,"('H', 1, 0.5, 0.0)",14,1.4,0.6516263051208987,17.0
"RV|('H', 1, 0.5, 0.25)",RV,"('H', 1, 0.5, 0.25)",14,2.6,0.6546062789899401,17.0
"RV|('H', 3, 0.1, -0.1)",RV,"('H', 3, 0.1, -0.1)",14,0.6666666666666666,0.3416093843136244,11.0
"RV|('H', 3, 0.1, 0.0)",RV,"('H', 3, 0.1, 0.0)",14,1.8,0.35912263858688503,11.0
"RV|('H', 3, 0.1, 0.05)",RV,"('H', 3, 0.1, 0.05)",14,2.0,0.37246798370414835,11.0
"RV|('H', 3, 0.2, -0.2)",RV,"('H', 3, 0.2, -0.2)",14,0.4,0.4224746780136747,12.0
"RV|('H', 3, 0.2, 0.0)",RV,"('H', 3, 0.2, 0.0)",14,1.3333333333333333,0.47997948838435844,13.0
"RV|('H', 3, 0.2, 0.1)",RV,"('H', 3, 0.2, 0.1)",14,2.0,0.5,13.0
"RV|('H', 3, 0.3, -0.3)",RV,"('H', 3, 0.3, -0.3)",14,0.0,0.5,12.0
"RV|('H', 3, 0.3, 0.0)",RV,"('H', 3, 0.3, 0.0)",14,1.2,0.5,14.0
"RV|('H', 3, 0.3, 0.15)",RV,"('H', 3, 0.3, 0.15)",14,1.6666666666666667,0.535672404982998,15.0
"RV|('H', 3, 0.4, -0.4)",RV,"('H', 3, 0.4, -0.4)",14,0.0,0.5,11.0
"RV|('H', 3, 0.4, 0.0)",RV,"('H', 3, 0.4, 0.0)",14,1.0,0.5606707897758425,15.5
"RV|('H', 3, 0.4, 0.2)",RV,"('H', 3, 0.4, 0.2)",14,1.6,0.6280816977216847,17.0
"RV|('H', 3, 0.5, -0.5)",RV,"('H', 3, 0.5, -0.5)",14,0.0,0.5,10.5
"RV|('H', 3, 0.5, 0.0)",RV,"('H', 3, 0.5, 0.0)",14,1.0,0.6605121830864302,19.0
"RV|('H', 3, 0.5, 0.25)",RV,"('H', 3, 0.5, 0.25)",14,1.4444444444444444,0.7251828048671513,20.5
"RV|('H', 5, 0.1, -0.1)",RV,"('H', 5, 0.1, -0.1)",14,0.5,0.37939453455543865,11.0
"RV|('H', 5, 0.1, 0.0)",RV,"('H', 5, 0.1, 0.0)",14,1.4285714285714286,0.38168796367449037,12.0
"RV|('H', 5, 0.1, 0.05)",RV,"('H', 5, 0.1, 0.05)",14,1.6,0.40785061958935964,12.5
"RV|('H', 5, 0.2, -0.2)",RV,"('H', 5, 0.2, -0.2)",14,0.2222222222222222,0.4668982839905919,12.0
"RV|('H', 5, 0.2, 0.0)",RV,"('H', 5, 0.2, 0.0)",14,1.1111111111111112,0.5,13.0
"RV|('H', 5, 0.2, 0.1)",RV,"('H', 5, 0.2, 0.1)",14,1.3333333333333333,0.5,14.0
"RV|('H', 5, 0.3, -0.3)",RV,"('H', 5, 0.3, -0.3)",14,0.0,0.5,12.0
"RV|('H', 5, 0.3, 0.0)",RV,"('H', 5, 0.3, 0.0)",14,1.0,0.5,15.0
"RV|('H', 5, 0.3, 0.15)",RV,"('H', 5, 0.3, 0.15)",14,1.3333333333333333,0.5365591499297558,15.0
"RV|('H', 5, 0.4, -0.4)",RV,"('H', 5, 0.4, -0.4)",14,0.0,0.5,11.0
"RV|('H', 5, 0.4, 0.0)",RV,"('H', 5, 0.4, 0.0)",14,0.8571428571428571,0.5747061125192457,17.5
"RV|('H', 5, 0.4, 0.2)",RV,"('H', 5, 0.4, 0.2)",14,1.2,0.6373392900626534,18.0
"RV|('H', 5, 0.5, -0.5)",RV,"('H', 5, 0.5, -0.5)",14,0.0,0.5,11.0
"RV|('H', 5, 0.5, 0.0)",RV,"('H', 5, 0.5, 0.0)",14,0.7142857142857143,0.7167117390275032,21.0
"RV|('H', 5, 0.5, 0.25)",RV,"('H', 5, 0.5, 0.25)",14,1.2,0.7344053706760492,22.0
"RV|('H', 10, 0.1, -0.1)",RV,"('H', 10, 0.1, -0.1)",14,0.25,0.4752468372841277,12.0
"RV|('H', 10, 0.1, 0.0)",RV,"('H', 10, 0.1, 0.0)",14,0.75,0.47810793613864094,13.0
"RV|('H', 10, 0.1, 0.05)",RV,"('H', 10, 0.1, 0.05)",14,1.0,0.4831706987288886,13.0
"RV|('H', 10, 0.2, -0.2)",RV,"('H', 10, 0.2, -0.2)",14,0.0,0.5,12.0
"RV|('H', 10, 0.2, 0.0)",RV,"('H', 10, 0.2, 0.0)",14,0.6666666666666666,0.5,15.0
